omega_san,omega_yak,yak_FB,mel_FB,CG,symbol,seqnames,start,end,length,type
0.5,0.142857143,FBgn0233041,FBgn0030102,CG12119,CG12119,X,9206126,9210887,4762,genome
0.727272727,0.916666667,FBgn0239811,FBgn0037142,CG14562,CG14562,3L,21942221,21949866,7646,genome
0.2,0.117647059,FBgn0020063,FBgn0003510,CG17957,Sry-alpha,3R,30041217,30043071,1855,genome
0.2,0,FBgn0228271,FBgn0000032,CG7899,Acph-1,3R,29991144,29993411,2268,genome
0.041666667,0.04,FBgn0229614,FBgn0025830,CG5859,IntS8,2R,16850437,16854104,3668,genome
1,2,FBgn0231394,FBgn0034595,CG15657,CG15657,2R,21147478,21148153,676,genome
0.222222222,0.333333333,FBgn0231167,FBgn0033654,CG8991,Sobp,2R,11827170,11839825,12656,genome
1.4,1.166666667,FBgn0234676,FBgn0030661,CG8105,CG8105,X,15587733,15589365,1633,genome
NA,NA,FBgn0242867,FBgn0037473,CG10068,CG10068,3R,7126271,7128027,1757,genome
NA,0.076923077,FBgn0238029,FBgn0035867,CG13671,CG13671,3L,8300064,8302341,2278,genome
0.333333333,0.066666667,FBgn0231969,FBgn0034957,CG3121,CG3121,2R,24017421,24019896,2476,genome
0,0,FBgn0234301,FBgn0085464,CG34435,CG34435,X,5613325,5614467,1143,genome
0.5,0,FBgn0237173,FBgn0053985,CG33985,CG33985,3L,15525891,15526812,922,genome
0.181818182,0.03125,FBgn0239219,FBgn0001108,CG9206,Gl,3L,13929387,13934656,5270,genome
NA,0.333333333,FBgn0241765,FBgn0011768,CG6598,Fdh,3R,10870906,10872381,1476,genome
0.181818182,0.375,FBgn0234177,FBgn0024364,CG11417,CG11417,X,1354014,1356473,2460,genome
0.2,0,FBgn0233537,FBgn0030729,CG12507,CG12507,X,16265242,16266537,1296,genome
0.272727273,0,FBgn0234540,FBgn0041250,CG13948,Gr21a,2L,780482,782885,2404,Gr
1,0.473684211,FBgn0233188,FBgn0028974,CG32562,xmas-2,X,17154110,17159306,5197,genome
0.25,0.285714286,FBgn0231280,FBgn0033980,CG10245,Cyp6a20,2R,14882118,14884046,1929,genome
0,0.074074074,FBgn0231621,FBgn0263197,CG33130,Patronin,2R,17519024,17535866,16843,genome
0,0,FBgn0068008,FBgn0035936,CG4999,Tsp66E,3L,8912499,8932065,19567,genome
2,0.25,FBgn0242133,FBgn0051200,CG31200,CG31200,3R,20744234,20745338,1105,genome
0,0.111111111,FBgn0235828,FBgn0025777,CG11324,homer,2L,6719394,6723359,3966,genome
0,0,FBgn0232106,FBgn0031905,CG5155,gudu,2L,7388508,7390902,2395,genome
1,0,FBgn0235944,FBgn0262786,CG43167,CG43167,2L,11657410,11657992,583,genome
1,0,FBgn0232107,FBgn0039938,CG11153,Sox102F,4,800436,834393,33958,genome
2,NA,FBgn0068329,FBgn0032949,CG3305,Lamp1,2L,21573389,21577103,3715,genome
NA,0,FBgn0236910,FBgn0036820,CG6852,CG6852,3L,18869230,18870057,828,genome
2,0.5,FBgn0242383,FBgn0040208,CG10229,Kat60,3R,5227289,5232209,4921,genome
0,0,FBgn0235154,FBgn0021765,CG7113,scu,X,18091259,18092853,1595,genome
2.666666667,0.5,FBgn0232654,FBgn0031441,CG9962,CG9962,2L,2646577,2647720,1144,genome
0,0,FBgn0238154,FBgn0087040,CG8308,alphaTub67C,3L,9681268,9683370,2103,genome
0.125,0.375,FBgn0235301,FBgn0030240,CG2202,CG2202,X,10848757,10852327,3571,genome
0.5,0.333333333,FBgn0240433,FBgn0050373,CG30373,CG30373,2R,8164000,8164869,870,genome
0,0.095238095,FBgn0231505,FBgn0034418,CG15118,CG15118,2R,19133727,19137169,3443,genome
0,NA,FBgn0237916,FBgn0035554,CG13721,CG13721,3L,4496883,4497777,895,genome
NA,0.333333333,FBgn0238854,FBgn0035750,CG14826,CG14826,3L,7234512,7235965,1454,genome
0.5,2.5,FBgn0233421,FBgn0031045,CG14212,CG14212,X,19625705,19626601,897,genome
0,0,FBgn0243210,FBgn0032210,CG5603,CYLD,2L,10295859,10299847,3989,genome
0.454545455,0.25,FBgn0240697,FBgn0039229,CG6995,Saf-B,3R,24817464,24822350,4887,genome
0,0,FBgn0236193,FBgn0032075,CG9496,Tsp29Fb,2L,8937390,8939743,2354,genome
4,0,FBgn0232912,FBgn0031134,CG1314,CG1314,X,20867989,20869397,1409,genome
2,6,FBgn0067441,FBgn0035806,CG7496,PGRP-SD,3L,7651180,7651900,721,genome
2,0.5,FBgn0236418,FBgn0001974,CG3688,l(2)35Bd,2L,15009939,15011764,1826,genome
1,0.2,FBgn0237044,FBgn0037027,CG3680,CG3680,3L,20809669,20813332,3664,genome
0.25,0.125,FBgn0238977,FBgn0026404,CG8091,Nc,3L,9968479,9971002,2524,genome
1.5,4,FBgn0232108,FBgn0039923,CG1793,MED26,4,778516,788978,10463,genome
1,1,FBgn0228156,FBgn0038942,CG13862,CG13862,3R,22331991,22332559,569,genome
0,0,FBgn0228740,FBgn0039805,CG12045,Cpr100A,3R,30867521,30869184,1664,genome
NA,0.666666667,FBgn0241165,FBgn0053107,CG33107,CG33107,3R,22583352,22584718,1367,genome
0,0,FBgn0241285,FBgn0027951,CG2244,MTA1-like,3R,5638655,5648738,10084,genome
0,0,FBgn0233934,FBgn0029768,CG16752,SPR,X,5446656,5494012,47357,genome
0.272727273,0.166666667,FBgn0229089,FBgn0083960,CG34124,CG34124,2L,4958411,4965430,7020,genome
NA,0,FBgn0241995,FBgn0037468,CG1943,CG1943,3R,7074859,7077981,3123,genome
1,0.166666667,FBgn0240918,FBgn0033202,CG1339,CG1339,2R,7659256,7660618,1363,genome
1,1.75,FBgn0232279,FBgn0031626,CG15631,CG15631,2L,4732413,4734458,2046,genome
1,0,FBgn0230820,FBgn0032650,CG7094,CG7094,2L,17554354,17555765,1412,genome
0.5,0,FBgn0068118,FBgn0029148,CG5258,NHP2,3L,14801328,14802168,841,genome
0,0,FBgn0230099,FBgn0032889,CG9331,CG9331,2L,20822828,20827744,4917,genome
0,0,FBgn0242625,FBgn0038654,CG14298,CG14298,3R,18875528,18877204,1677,genome
0.285714286,0.384615385,FBgn0229730,FBgn0262160,CG9932,CG9932,2L,13021868,13060140,38273,genome
0.578947368,1,FBgn0229502,FBgn0034023,CG12960,Ir52a,2R,15499632,15501431,1800,genome
0.578947368,1,FBgn0229502,FBgn0050468,CG30468,Ir52c,2R,15504201,15506000,1800,genome
0.578947368,1,FBgn0229502,FBgn0050469,CG30469,Ir52b,2R,15501820,15503610,1791,genome
NA,0.5,FBgn0243086,FBgn0037824,CG14684,CG14684,3R,10706974,10707460,487,genome
NA,NA,FBgn0068545,FBgn0004907,CG17870,14-3-3zeta,2R,10099677,10109687,10011,genome
0.181818182,0.333333333,FBgn0231057,FBgn0033816,CG4679,CG4679,2R,13237256,13239468,2213,genome
2,1,FBgn0232109,FBgn0026199,CG1838,myo,4,690686,696055,5370,genome
0.15,0.2,FBgn0234541,FBgn0030466,CG15744,CG15744,X,13288051,13294433,6383,genome
NA,NA,FBgn0234797,FBgn0030258,CG1552,CG1552,X,11052171,11053556,1386,genome
0,0.095238095,FBgn0231733,FBgn0020236,CG8322,ATPCL,2R,15993531,16001290,7760,genome
1.5,0.5,FBgn0234059,FBgn0040368,CG32859,eIF4E-7,X,1158599,1162389,3791,genome
0,0,FBgn0238399,FBgn0040281,CG1200,Aplip1,3L,1196317,1199339,3023,genome
0,0,FBgn0238276,FBgn0035162,CG13900,CG13900,3L,826720,833385,6666,genome
0.5,0.5,FBgn0232110,FBgn0051992,CG31992,gw,4,649041,663103,14063,genome
0.5,0.222222222,FBgn0234910,FBgn0030051,CG2056,spirit,X,8571099,8573593,2495,genome
0.090909091,0.045454545,FBgn0229979,FBgn0034657,CG17952,LBR,2R,21720495,21724055,3561,genome
1,1,FBgn0239812,FBgn0037143,CG7448,CG7448,3L,21949825,21951550,1726,genome
0,0,FBgn0239338,FBgn0036761,CG5546,MED19,3L,17843725,17846501,2777,genome
0.111111111,0.0625,FBgn0242976,FBgn0037659,CG11033,Kdm2,3R,9052495,9063245,10751,genome
0.454545455,0.533333333,FBgn0231850,FBgn0085444,CG34415,mute,2R,16948296,16955266,6971,genome
0,0,FBgn0239693,FBgn0036900,CG8765,CG8765,3L,19683941,19687353,3413,genome
0,0.2,FBgn0231970,FBgn0034959,CG11388,CG11388,2R,24022343,24023981,1639,genome
NA,0,FBgn0230207,FBgn0050051,CG30051,CG30051,2R,12436120,12436990,871,genome
0.666666667,0.5,FBgn0232111,FBgn0039916,CG9935,CG9935,4,636131,646556,10426,genome
0,1,FBgn0227927,FBgn0038213,CG9624,CG9624,3R,14228097,14229145,1049,genome
0,0.4,FBgn0230935,FBgn0032772,CG17350,CG17350,2L,19380930,19383093,2164,genome
0.2,0,FBgn0228388,FBgn0039557,CG12259,CG12259,3R,27919844,27921089,1246,genome
NA,0.166666667,FBgn0234417,FBgn0024994,CG2675,Csat,X,2701124,2703852,2729,genome
0.5,0,FBgn0237799,FBgn0035699,CG13300,CG13300,3L,6329324,6352390,23067,genome
0.142857143,1.5,FBgn0235702,FBgn0040102,CG2958,lectin-24Db,2L,4188123,4189284,1162,genome
0.666666667,0,FBgn0238507,FBgn0036005,CG3428,pall,3L,9486448,9487790,1343,genome
1,0.4,FBgn0232112,FBgn0039914,CG1901,mav,4,623219,626031,2813,genome
0,0,FBgn0239457,FBgn0036490,CG6888,CG6888,3L,15207844,15208586,743,genome
NA,NA,FBgn0068435,FBgn0035020,CG13585,CG13585,2R,24531594,24533391,1798,genome
0.5,1,FBgn0232113,FBgn0028996,CG1922,onecut,4,598555,607649,9095,genome
0.222222222,0.083333333,FBgn0241521,FBgn0038436,CG14886,Gyc-89Db,3R,16477110,16481070,3961,genome
0.222222222,0.083333333,FBgn0241521,FBgn0038435,CG14885,Gyc-89Da,3R,16472601,16475477,2877,genome
NA,NA,FBgn0229391,FBgn0032523,CG16956,CG16956,2L,13413783,13414575,793,genome
0.166666667,0,FBgn0237673,FBgn0035397,CG11486,CG11486,3L,3071133,3090406,19274,genome
0,0,FBgn0232114,FBgn0039909,CG1970,CG1970,4,568296,571554,3259,genome
0,0.2,FBgn0230562,FBgn0263510,CG6751,nclb,2R,10875748,10877296,1549,genome
0.5,0.222222222,FBgn0233539,FBgn0010323,CG2851,Gsc,2L,583544,594685,11142,genome
0.166666667,0.285714286,FBgn0235038,FBgn0030358,CG10362,CG10362,X,11926424,11930850,4427,genome
0,0.25,FBgn0228043,FBgn0028690,CG1100,Rpn5,3R,5789493,5791569,2077,genome
0.333333333,0.230769231,FBgn0228273,FBgn0004622,CG7887,TkR99D,3R,29950796,29969447,18652,genome
0,0,FBgn0235830,FBgn0025595,CG11325,AkhR,2L,6711286,6716186,4901,genome
NA,NA,FBgn0238617,FBgn0035434,CG10812,Drsl5,3L,3316781,3317144,364,genome
0,1,FBgn0230323,FBgn0032860,CG15130,CG15130,2L,20423106,20424660,1555,genome
0,0.285714286,FBgn0237553,FBgn0036136,CG6233,Ufd1-like,3L,11121966,11123216,1251,genome
2.333333333,1,FBgn0232115,FBgn0026869,CG1981,Thd1,4,538874,557854,18981,genome
3,2,FBgn0242261,FBgn0038646,CG7715,CG7715,3R,18727573,18728468,896,genome
0.538461538,0.6,FBgn0241877,FBgn0037698,CG16779,CG16779,3R,9461084,9493677,32594,genome
0,0.666666667,FBgn0236304,FBgn0032233,CG13140,dpr19,2L,10376168,10379905,3738,genome
0.4,0.25,FBgn0239579,FBgn0041100,CG10523,park,3L,21194754,21196853,2100,genome
1.857142857,0.333333333,FBgn0240804,FBgn0051089,CG31089,CG31089,3R,25902643,25904178,1536,genome
0,0,FBgn0232915,FBgn0085387,CG34358,shakB,X,20761071,20927050,165980,genome
NA,1,FBgn0229855,FBgn0043532,CG30448,Obp56i,2R,19864717,19868714,3998,Obp
1,0,FBgn0242517,FBgn0037293,CG12007,CG12007,3R,5128087,5129939,1853,genome
1.111111111,0.555555556,FBgn0230693,FBgn0032957,CG2225,CG2225,2L,21663806,21677530,13725,genome
0,0,FBgn0236078,FBgn0024846,CG7393,p38b,2L,13780689,13782611,1923,genome
1,0.25,FBgn0229615,FBgn0034162,CG6426,CG6426,2R,16869402,16871851,2450,genome
0,NA,FBgn0233304,FBgn0029964,CG1409,CG1409,X,7858173,7858794,622,genome
0,0,FBgn0231622,FBgn0034231,CG11419,APC10,2R,17517261,17518186,926,genome
NA,0,FBgn0242134,FBgn0051199,CG31199,CG31199,3R,20742800,20743869,1070,genome
0.4,0,FBgn0232657,FBgn0026479,CG3210,Drp1,2L,2581281,2585430,4150,genome
0.6,1.166666667,FBgn0232116,FBgn0039908,CG11533,Asator,4,469409,488994,19586,genome
0.25,NA,FBgn0241399,FBgn0038281,CG3843,RpL10Aa,3R,15037366,15038149,784,genome
0.4,0.142857143,FBgn0068220,FBgn0037744,CG8417,CG8417,3R,9759622,9761208,1587,genome
0.166666667,0.055555556,FBgn0020664,FBgn0000206,CG8285,boss,3R,25961994,25966948,4955,genome
0,0.4,FBgn0235570,FBgn0261647,CG4272,Axud1,2L,2365345,2370137,4793,genome
0,0,FBgn0233670,FBgn0030544,CG13403,CG13403,X,14191220,14192018,799,genome
0,0,FBgn0237419,FBgn0260945,CG10967,Atg1,3L,12784429,12805116,20688,genome
1.25,0.625,FBgn0232117,FBgn0026262,CG2009,bip2,4,459887,466828,6942,genome
0.428571429,0.3,FBgn0236531,FBgn0020279,CG8715,lig,2R,8067977,8078815,10839,genome
0,0,FBgn0243449,FBgn0004597,CG7281,CycC,3R,14889004,14890205,1202,genome
0.375,0.666666667,FBgn0237174,FBgn0053986,CG33986,CG33986,3L,15524325,15525253,929,genome
0.333333333,0,FBgn0234679,FBgn0030663,CG8117,CG8117,X,15644222,15644991,770,genome
0.5,3,FBgn0233803,FBgn0040336,CG9904,Seipin,X,2619799,2622140,2342,genome
1,0,FBgn0234302,FBgn0263512,CG33980,Vsx2,X,5528927,5560183,31257,genome
2,0.428571429,FBgn0232118,FBgn0039907,CG2041,lgs,4,436957,443911,6955,genome
NA,NA,FBgn0232283,FBgn0031623,CG15632,Taf12L,2L,4700835,4701485,651,genome
0.333333333,0.5,FBgn0238030,FBgn0087039,CG7066,Sbp2,3L,8304157,8305325,1169,genome
0.181818182,0.222222222,FBgn0229284,FBgn0041582,CG4057,tamo,2R,24126638,24133551,6914,genome
0.5,1,FBgn0230443,FBgn0261349,CG42626,Mst36Fb,2L,18673363,18675094,1732,genome
0.5,1,FBgn0230443,FBgn0263078,CG43339,CG43339,2L,18671604,18673285,1682,genome
0.5,1,FBgn0230443,FBgn0086681,CG31801,Mst36Fa,2L,18675183,18676998,1816,genome
0,0,FBgn0230208,FBgn0033739,CG8529,Dyb,2R,12437345,12452916,15572,genome
0.272727273,0.225806452,FBgn0231395,FBgn0034590,CG30388,Magi,2R,21129463,21142261,12799,genome
1,2,FBgn0232119,FBgn0262636,CG2052,Lin29,4,375640,395605,19966,genome
0.333333333,0,FBgn0233042,FBgn0030998,CG14195,CG14195,X,19208694,19212082,3389,genome
NA,0,FBgn0238277,FBgn0035161,CG13898,CG13898,3L,803427,804051,625,genome
0.5,0,FBgn0067442,FBgn0030310,CG11709,PGRP-SA,X,11561643,11562779,1137,genome
NA,0,FBgn0068009,FBgn0029506,CG10106,Tsp42Ee,2R,7012254,7018362,6109,genome
NA,NA,FBgn0243335,FBgn0047199,CG31517,CG31517,3R,13948420,13949742,1323,genome
0,0.363636364,FBgn0231058,FBgn0033814,CG4670,CG4670,2R,13231758,13235296,3539,genome
0,NA,FBgn0234911,FBgn0030050,CG12111,CG12111,X,8570208,8570948,741,genome
0,0,FBgn0231734,FBgn0034058,CG8315,Pex11,2R,15991367,15992375,1009,genome
0.166666667,0,FBgn0232120,FBgn0259214,CG42314,PMCA,4,328193,358917,30725,genome
NA,0,FBgn0241166,FBgn0038986,CG5278,CG5278,3R,22558342,22562572,4231,genome
0,0,FBgn0236763,FBgn0021847,CG8325,l(2)k14710,2R,6209782,6214122,4341,genome
NA,0,FBgn0228507,FBgn0040602,CG14545,CG14545,3R,25850410,25851291,882,genome
NA,0.5,FBgn0232121,FBgn0039900,CG2381,Syt7,4,278685,306481,27797,genome
0,0.1,FBgn0240583,FBgn0039767,CG2218,CG2218,3R,30425427,30428276,2850,genome
0,0,FBgn0234061,FBgn0040397,CG3655,CG3655,X,1073041,1134896,61856,genome
0,0.25,FBgn0237298,FBgn0036807,CG6893,CG6893,3L,18694187,18695648,1462,genome
3,1,FBgn0232122,FBgn0042696,CG2380,NfI,4,268175,276369,8195,genome
0.066666667,0.111111111,FBgn0068119,FBgn0004647,CG3936,N,X,3134870,3172221,37352,genome
2,0.411764706,FBgn0231168,FBgn0033651,CG12444,Ir48c,2R,11787808,11789493,1686,genome
0.333333333,0.125,FBgn0234178,FBgn0031240,CG3345,CG3345,2L,269088,271626,2539,genome
1.222222222,1.5,FBgn0230821,FBgn0032649,CG15145,CG15145,2L,17529311,17532234,2924,genome
1,0,FBgn0243088,FBgn0037831,CG14685,Cap-H2,3R,10761310,10766756,5447,genome
0,0.2,FBgn0238727,FBgn0035581,CG17150,CG17150,3L,4861269,4895749,34481,genome
0,0,FBgn0239220,FBgn0052137,CG32137,CG32137,3L,13939250,13962647,23398,genome
0.333333333,1,FBgn0233936,FBgn0029770,CG4151,CG4151,X,5501476,5502782,1307,genome
0.222222222,0.571428571,FBgn0231281,FBgn0033982,CG17453,Cyp317a1,2R,14898312,14903095,4784,genome
2,0.25,FBgn0241648,FBgn0038007,CG10093,Cyp313a3,3R,12237138,12239266,2129,genome
2,0.25,FBgn0241648,FBgn0038006,CG10094,Cyp313a2,3R,12234980,12236904,1925,genome
2,0.25,FBgn0241648,FBgn0038236,CG3360,Cyp313a1,3R,14521049,14523064,2016,genome
NA,0.5,FBgn0232123,FBgn0053481,CG33481,dpr7,4,247124,253329,6206,genome
NA,0,FBgn0233190,FBgn0002590,CG8922,RpS5a,X,17143588,17148264,4677,genome
0,0.333333333,FBgn0234542,FBgn0030468,CG1622,CG1622,X,13297082,13299910,2829,genome
0,0.333333333,FBgn0242626,FBgn0038655,CG14297,CG14297,3R,18898121,18899342,1222,genome
0.166666667,0.363636364,FBgn0231506,FBgn0034417,CG15117,CG15117,2R,19122231,19129300,7070,genome
0.5,0,FBgn0241522,FBgn0004087,CG14887,Dhfr,3R,16481167,16481878,712,genome
0.333333333,0.25,FBgn0235947,FBgn0032372,CG4988,CG4988,2L,11694804,11696107,1304,genome
1,0.666666667,FBgn0231851,FBgn0031875,CG3430,CG3430,2L,6957008,6959104,2097,genome
0.25,0.285714286,FBgn0235302,FBgn0030243,CG2186,CG2186,X,10857655,10866246,8592,genome
0.142857143,0.5,FBgn0239813,FBgn0037144,CG7458,CG7458,3L,21955110,21958041,2932,genome
4,3,FBgn0238155,FBgn0036029,CG16719,CG16719,3L,9685171,9686250,1080,genome
0.333333333,0.333333333,FBgn0229090,FBgn0031657,CG3756,CG3756,2L,4969004,4970216,1213,genome
1,0,FBgn0232124,FBgn0051999,CG31999,CG31999,4,215009,227748,12740,genome
0,0.047619048,FBgn0238855,FBgn0261111,CG8616,BHD,3L,7238542,7240245,1704,genome
NA,0,FBgn0229733,FBgn0040734,CG15065,CG15065,2R,18389959,18390242,284,genome
0.4,0.625,FBgn0242384,FBgn0037298,CG2604,CG2604,3R,5221632,5223365,1734,genome
0,0.666666667,FBgn0234800,FBgn0259241,CG42339,CG42339,X,10967722,11039901,72180,genome
0,0,FBgn0241766,FBgn0267376,CG6584,SelR,3R,10863355,10868642,5288,genome
0.333333333,0.2,FBgn0068330,FBgn0031434,CG3227,insv,2L,2575280,2576997,1718,genome
0.666666667,0.8,FBgn0230563,FBgn0033564,CG11919,Pex6,2R,10879974,10883202,3229,genome
0,0.666666667,FBgn0230100,FBgn0051673,CG31673,CG31673,2L,20829609,20831161,1553,genome
NA,NA,FBgn0229980,FBgn0034658,CG7975,grx-1,2R,21757345,21757913,569,genome
0,0.333333333,FBgn0240698,FBgn0050381,CG30381,CG30381,2R,7929658,7931016,1359,genome
NA,0,FBgn0233671,FBgn0040871,CG12479,CG12479,X,14151579,14152006,428,genome
NA,0.857142857,FBgn0227928,FBgn0027563,CG9631,CG9631,3R,14225098,14226762,1665,genome
0.375,0.444444444,FBgn0240449,FBgn0033271,CG8708,CG8708,2R,8159406,8161565,2160,genome
2,0.857142857,FBgn0232125,FBgn0051998,CG31998,CG31998,4,196675,205945,9271,genome
0,0.25,FBgn0068546,FBgn0043471,CG12388,kappaTry,2R,11337797,11338733,937,genome
0.285714286,0.6,FBgn0241400,FBgn0038291,CG3984,CG3984,3R,15137148,15139007,1860,genome
0.5,0,FBgn0236911,FBgn0085284,CG34255,Blos3,3L,18870224,18870897,674,genome
2,2,FBgn0236764,FBgn0033072,CG17994,CG17994,2R,6207219,6209468,2250,genome
NA,NA,FBgn0239694,FBgn0261341,CG8756,verm,3L,19690033,19695260,5228,genome
0.5,0,FBgn0241286,FBgn0051548,CG31548,CG31548,3R,5635901,5636852,952,genome
0,0,FBgn0236419,FBgn0260446,CG15274,GABA-B-R1,2L,15016331,15034704,18374,genome
0,0,FBgn0231623,FBgn0034731,CG10384,CG10384,2R,22454741,22472995,18255,genome
1,NA,FBgn0232661,FBgn0031436,CG3214,CG3214,2L,2579201,2580172,972,genome
0,0,FBgn0229616,FBgn0025827,CG6421,CG6421,2R,16872250,16872906,657,genome
0.0625,0.2,FBgn0238401,FBgn0001986,CG4152,l(2)35Df,2L,15752263,15755900,3638,genome
0,0.5,FBgn0236648,FBgn0010316,CG1772,dap,2R,9712321,9716256,3936,genome
0,0,FBgn0230936,FBgn0051798,CG31798,CG31798,2L,19394160,19396190,2031,genome
NA,0.285714286,FBgn0242518,FBgn0031711,CG6907,CG6907,2L,5524139,5525809,1671,genome
0,0.222222222,FBgn0237918,FBgn0035553,CG13722,CG13722,3L,4485159,4490963,5805,genome
1.25,0.571428571,FBgn0243215,FBgn0010042,CG4423,GstD6,3R,12377128,12377907,780,genome
0,0.181818182,FBgn0228629,FBgn0046685,CG31127,Wsck,3R,24627066,24630075,3010,genome
0.625,0.142857143,FBgn0235155,FBgn0030893,CG7122,RhoGAP16F,X,18093145,18097413,4269,genome
0.666666667,NA,FBgn0229392,FBgn0034837,CG9871,RpL22-like,2R,23246610,23247893,1284,genome
NA,0,FBgn0232916,FBgn0051663,CG31663,CG31663,2L,1858609,1881480,22872,genome
0.8,5,FBgn0232286,FBgn0031622,CG3251,CG3251,2L,4688965,4690702,1738,genome
0,NA,FBgn0242868,FBgn0261238,CG1070,Alh,3R,7094596,7124185,29590,genome
0.25,0.363636364,FBgn0241043,FBgn0083969,CG34133,CG34133,3R,29869365,29875159,5795,genome
2,1,FBgn0228389,FBgn0053213,CG33213,CG33213,3R,27918182,27919460,1279,genome
0,0,FBgn0241878,FBgn0037697,CG9363,GstZ2,3R,9456815,9460652,3838,genome
NA,0,FBgn0239339,FBgn0036760,CG5567,CG5567,3L,17841540,17843544,2005,genome
0.5,1,FBgn0068436,FBgn0260767,CG42565,CG42565,2R,22657901,22661389,3489,genome
0.2,0.357142857,FBgn0229506,FBgn0034023,CG12960,Ir52a,2R,15499632,15501431,1800,genome
0.2,0.357142857,FBgn0229506,FBgn0050468,CG30468,Ir52c,2R,15504201,15506000,1800,genome
0.2,0.357142857,FBgn0229506,FBgn0050469,CG30469,Ir52b,2R,15501820,15503610,1791,genome
0,0,FBgn0235831,FBgn0031850,CG11326,Tsp,2L,6686791,6709086,22296,genome
0,0,FBgn0233422,FBgn0031047,CG14213,Rcd-1,X,19638767,19640746,1980,genome
NA,0,FBgn0241996,FBgn0040670,CG14612,e(y)2b,3R,7093935,7094727,793,genome
0,0,FBgn0067443,FBgn0035975,CG32042,PGRP-LA,3L,9334332,9338336,4005,genome
0.058823529,0.233333333,FBgn0231396,FBgn0020312,CG4050,CG4050,2R,21123735,21128510,4776,genome
1.25,0.142857143,FBgn0233307,FBgn0029966,CG15324,Ir7c,X,7874394,7876847,2454,genome
0.333333333,0.2,FBgn0234418,FBgn0024992,CG2658,CG2658,X,2694392,2698211,3820,genome
NA,NA,FBgn0238618,FBgn0259933,CG42456,CG42456,3L,3319555,3322489,2935,genome
0,1,FBgn0238031,FBgn0035873,CG13670,CG13670,3L,8320763,8322280,1518,genome
1,0.833333333,FBgn0242978,FBgn0037661,CG11994,Ada,3R,9065183,9066303,1121,genome
0,0,FBgn0234179,FBgn0029573,CG14770,CG14770,X,1369249,1370176,928,genome
0.166666667,0.2,FBgn0230822,FBgn0032648,CG15144,CG15144,2L,17525585,17529122,3538,genome
0.333333333,0,FBgn0230564,FBgn0061356,CG18003,CG18003,2R,10883547,10884936,1390,genome
2,0,FBgn0229856,FBgn0050447,CG30447,CG30447,2R,19947196,19948080,885,genome
0,0.2,FBgn0242755,FBgn0038840,CG5621,CG5621,3R,20901956,20908263,6308,genome
0,0,FBgn0228742,FBgn0015032,CG1438,Cyp4c3,3R,30894038,30900688,6651,genome
NA,3,FBgn0235703,FBgn0265269,CG15425,CG15425,2L,4257572,4258425,854,genome
0,0,FBgn0234062,FBgn0026143,CG3658,CDC45L,X,1028291,1030556,2266,genome
0,0,FBgn0231971,FBgn0022708,CG3140,Adk2,2R,24024207,24025877,1671,genome
2,0.4,FBgn0235039,FBgn0051928,CG31928,CG31928,2L,1492295,1493859,1565,genome
0,0.4,FBgn0235581,FBgn0031419,CG15390,CG15390,2L,2374713,2375697,985,genome
0.555555556,0.4,FBgn0239459,FBgn0036491,CG7259,Best4,3L,15298958,15300942,1985,genome
1,1,FBgn0236305,FBgn0032234,CG5091,gny,2L,10380103,10382864,2762,genome
0.6,0.285714286,FBgn0230694,FBgn0032955,CG2201,CG2201,2L,21614232,21624080,9849,genome
NA,NA,FBgn0068221,FBgn0033912,CG8415,RpS23,2R,14215096,14216627,1532,genome
0,0.5,FBgn0238508,FBgn0011327,CG3431,Uch-L5,3L,9475493,9476965,1473,genome
0.166666667,0.4,FBgn0236079,FBgn0028539,CG31731,CG31731,2L,13784084,13790562,6479,genome
0,0,FBgn0231853,FBgn0262513,CG9013,Vha16-4,2R,16947658,16948224,567,genome
1.375,0.625,FBgn0231170,FBgn0033648,CG13195,Ir48b,2R,11700647,11702449,1803,genome
1,NA,FBgn0234680,FBgn0030664,CG8119,CG8119,X,15662585,15663319,735,genome
0,0,FBgn0228158,FBgn0038946,CG7077,rdhB,3R,22351696,22356264,4569,genome
0,0,FBgn0231735,FBgn0031855,CG11221,CG11221,2L,6742502,6756133,13632,genome
1.166666667,0.769230769,FBgn0237420,FBgn0036310,CG10969,CG10969,3L,12778750,12781097,2348,genome
0,1,FBgn0240921,FBgn0039551,CG5540,Or98a,3R,27845950,27847260,1311,Or
0.5,0,FBgn0238279,FBgn0035160,CG13897,hng3,3L,737680,755489,17810,genome
0.1,0.1,FBgn0237675,FBgn0035401,CG1291,CG1291,3L,3143808,3145284,1477,genome
2,0.5,FBgn0242262,FBgn0038645,CG7714,CG7714,3R,18725399,18726434,1036,genome
NA,0,FBgn0233938,FBgn0029771,CG12730,CG12730,X,5516608,5518771,2164,genome
2,NA,FBgn0020665,FBgn0002855,CG8982,Acp26Aa,2L,5892883,5893896,1014,genome
0,0.133333333,FBgn0230445,FBgn0263079,CG43338,CG43338,2L,18666892,18671246,4355,genome
1,0.666666667,FBgn0243336,FBgn0016672,CG3028,Ipp,3R,13958789,13960474,1686,genome
0,0,FBgn0228274,FBgn0039726,CG7883,eIF2B-alpha,3R,29934582,29935888,1307,genome
2,0.75,FBgn0229734,FBgn0064237,CG5154,Idgf5,2R,18393666,18395282,1617,genome
