seqnames,start,end,length,yak_FB,mel_FB,CG,symbol,DA_yak,DA_san,DS_yak,DS_san,PA_yak,PS_yak,PA_san,PS_san,type
2L,4454626,4455207,582,FBgn0235717,FBgn0040705,CG15434,CG15434,0,0,0,0,7,14,2,5,genome
3R,9743517,9744662,1146,FBgn0243025,FBgn0051415,CG31415,CG31415,0,1,2,1,9,17,6,1,genome
3R,15932700,15933734,1035,FBgn0243375,FBgn0038386,CG5478,CG5478,1,0,0,0,46,44,21,17,genome
3L,6486167,6488424,2258,FBgn0237797,FBgn0035702,CG10147,CG10147,0,0,1,1,19,99,4,58,genome
3R,30827819,30842034,14216,FBgn0228738,FBgn0039804,CG15544,CG15544,0,0,0,1,92,106,51,55,genome
3R,19597502,19598955,1454,FBgn0242209,FBgn0038714,CG6240,Cpr92A,0,0,1,0,5,1,4,3,genome
3L,4757883,4758708,826,FBgn0238724,FBgn0035572,CG13711,CG13711,0,0,0,0,8,24,4,11,genome
3R,12978000,12980535,2536,FBgn0243259,FBgn0038099,CG7091,CG7091,0,0,0,1,24,58,13,23,genome
2L,8355678,8362469,6792,FBgn0230914,FBgn0032026,CG7627,CG7627,1,2,6,1,43,63,29,36,genome
2L,18997448,19002713,5266,FBgn0230914,FBgn0051792,CG31792,CG31792,1,2,6,1,43,63,29,36,genome
2L,19003367,19008234,4868,FBgn0230914,FBgn0051793,CG31793,CG31793,1,2,6,1,43,63,29,36,genome
2L,20929456,20934113,4658,FBgn0230914,FBgn0032908,CG9270,CG9270,1,2,6,1,43,63,29,36,genome
2R,17861273,17865963,4691,FBgn0231595,FBgn0003701,CG5785,thr,0,5,1,5,178,186,44,65,genome
2R,24123167,24126630,3464,FBgn0229287,FBgn0264298,CG43776,CG43776,2,2,0,0,12,32,0,9,genome
2R,24123167,24126630,3464,FBgn0229287,FBgn0264297,CG43775,CG43775,2,2,0,0,12,32,0,9,genome
2R,16824664,16826648,1985,FBgn0229613,FBgn0085488,CG34459,CG34459,1,2,0,1,22,35,5,5,genome
2R,16826872,16827755,884,FBgn0229613,FBgn0085489,CG34460,CG34460,1,2,0,1,22,35,5,5,genome
2L,1495460,1497071,1612,FBgn0235059,FBgn0051926,CG31926,CG31926,0,1,0,0,55,55,48,33,genome
3L,18822604,18828188,5585,FBgn0237302,FBgn0000261,CG6871,Cat,0,0,2,0,8,60,2,30,genome
X,15853421,15854970,1550,FBgn0234707,FBgn0030700,CG15914,CG15914,1,0,0,1,45,43,11,5,genome
X,6998672,7004151,5480,FBgn0233262,FBgn0027108,CG4590,Inx2,0,0,0,2,0,38,0,10,genome
3R,16009105,16019133,10029,FBgn0241479,FBgn0038391,CG10278,GATAe,0,3,0,1,39,92,6,42,genome
3R,11431738,11433543,1806,FBgn0243137,FBgn0037900,CG5276,CG5276,1,1,5,1,11,29,8,7,genome
2L,786153,790798,4646,FBgn0233499,FBgn0000442,CG3324,Pkg21D,0,0,3,3,18,107,4,36,genome
X,4266097,4266669,573,FBgn0233867,FBgn0029701,CG12691,CG12691,1,0,1,0,2,0,1,1,genome
X,2159145,2162180,3036,FBgn0234460,FBgn0005670,CG3656,Cyp4d1,2,4,4,4,19,47,2,3,genome
3L,3143808,3145284,1477,FBgn0237675,FBgn0035401,CG1291,CG1291,0,1,1,2,27,74,9,22,genome
3R,29860055,29861494,1440,FBgn0228281,FBgn0039712,CG15514,CG15514,0,2,4,2,3,29,0,3,genome
2L,9077121,9077988,868,FBgn0236207,FBgn0032094,CG12439,CG12439,1,3,0,1,25,14,3,2,genome
3L,9638112,9639021,910,FBgn0238151,FBgn0036022,CG8329,CG8329,0,2,0,3,11,51,6,12,genome
3L,9639271,9640140,870,FBgn0238151,FBgn0036023,CG18179,CG18179,0,2,0,3,11,51,6,12,genome
3L,9641013,9641913,901,FBgn0238151,FBgn0036024,CG18180,CG18180,0,2,0,3,11,51,6,12,genome
3L,2269881,2272769,2889,FBgn0238961,FBgn0041709,CG5717,yellow-g,0,0,0,1,19,61,4,30,genome
2L,13021868,13060140,38273,FBgn0229730,FBgn0262160,CG9932,CG9932,0,0,1,0,64,188,20,106,genome
2L,4977312,4978567,1256,FBgn0229100,FBgn0031662,CG3792,CG3792,0,0,0,0,2,24,2,20,genome
3R,24392889,24393762,874,FBgn0240665,FBgn0039200,CG13616,CG13616,0,0,0,0,15,26,5,10,genome
2R,12146024,12151057,5034,FBgn0231143,FBgn0027504,CG8878,CG8878,1,3,1,1,22,102,15,47,genome
2L,13413783,13414575,793,FBgn0229391,FBgn0032523,CG16956,CG16956,0,0,0,0,31,37,16,18,genome
3R,18090803,18135583,44781,FBgn0242577,FBgn0003499,CG7847,sr,10,4,4,3,13,7,12,13,genome
3L,18107848,18109574,1727,FBgn0239319,FBgn0036775,CG5147,CG5147,0,1,0,2,34,68,11,31,genome
2L,6568400,6601068,32669,FBgn0235845,FBgn0031835,CG11319,CG11319,0,0,0,0,34,139,21,76,genome
3R,17132662,17133719,1058,FBgn0241725,FBgn0051266,CG31266,CG31266,1,0,1,1,19,29,4,12,genome
3L,16608138,16609347,1210,FBgn0239433,FBgn0036648,CG4098,CG4098,0,0,3,1,24,30,6,9,genome
X,21624796,21630148,5353,FBgn0232871,FBgn0024807,CG17686,DIP1,1,3,3,3,12,33,4,16,genome
3R,8005924,8008110,2187,FBgn0242809,FBgn0037537,CG2767,CG2767,0,1,2,0,4,8,4,7,genome
2L,13829837,13831576,1740,FBgn0236087,FBgn0015271,CG7833,orc5,0,1,0,1,49,84,13,30,genome
X,20486180,20486588,409,FBgn0235325,FBgn0040649,CG15461,CG15461,0,0,0,0,2,2,1,0,genome
2L,15957858,15959431,1574,FBgn0238505,FBgn0028856,CG18063,CG18063,3,4,4,2,7,7,11,7,genome
2L,18704570,18705703,1134,FBgn0230437,FBgn0032704,CG10373,Jwa,1,0,2,1,0,8,1,4,genome
3L,685942,687958,2017,FBgn0068327,FBgn0035154,CG3344,CG3344,0,1,0,2,25,83,2,24,genome
3R,22405939,22408640,2702,FBgn0228169,FBgn0038960,CG13855,CG13855,0,1,2,4,23,128,6,29,genome
3R,8341100,8341872,773,FBgn0242921,FBgn0004908,CG7435,Arl2,1,0,0,0,0,6,1,7,genome
2R,8052080,8065554,13475,FBgn0240559,FBgn0033252,CG12769,CG12769,1,0,4,3,8,35,2,25,genome
3L,4485159,4490963,5805,FBgn0237918,FBgn0035553,CG13722,CG13722,0,0,0,1,57,134,21,48,genome
3R,21350846,21377401,26556,FBgn0242073,FBgn0002781,CG32491,mod(mdg4),0,1,4,4,7,20,1,13,genome
3R,21360176,21362131,1956,FBgn0242073,FBgn0261837,CG42769,pre-mod(mdg4)-T,0,1,4,4,7,20,1,13,genome
3R,25789819,25790471,653,FBgn0228510,FBgn0051093,CG31093,CG31093,1,0,0,0,31,11,13,5,genome
2R,17425670,17427511,1842,FBgn0231818,FBgn0034214,CG6550,CG6550,0,0,0,1,24,86,11,33,genome
2R,6013910,6015689,1780,FBgn0236777,FBgn0000043,CG12051,Act42A,0,0,7,1,1,7,0,6,genome
X,5900861,5905399,4539,FBgn0236777,FBgn0000042,CG4027,Act5C,0,0,7,1,1,7,0,6,genome
X,315123,316566,1444,FBgn0234113,FBgn0029521,CG17885,Or1a,1,1,2,5,9,20,5,4,Or
3L,21405425,21406738,1314,FBgn0239560,FBgn0002842,CG11308,sa,8,7,1,1,29,30,14,6,genome
2L,20770731,20783135,12405,FBgn0230096,FBgn0000251,CG1759,cad,0,0,0,1,10,68,2,26,genome
2R,7673721,7674400,680,FBgn0240886,FBgn0033208,CG1577,mRpL52,1,0,3,0,2,11,5,4,genome
2R,13486634,13494862,8229,FBgn0231037,FBgn0033844,CG6016,bbc,0,0,0,1,8,36,1,11,genome
3R,9771795,9774419,2625,FBgn0241834,FBgn0037750,CG12946,Whamy,4,4,2,4,23,27,12,16,genome
2R,8439395,8442806,3412,FBgn0240215,FBgn0033292,CG2110,Cyp4ad1,1,3,3,3,33,47,7,18,genome
2L,7857077,7860120,3044,FBgn0232237,FBgn0040099,CG7106,lectin-28C,1,1,0,1,48,29,4,3,genome
3L,19950023,19951135,1113,FBgn0239674,FBgn0052219,CG32219,CG32219,3,1,1,0,10,7,13,3,genome
X,6257668,6267228,9561,FBgn0233995,FBgn0040918,CG3576,schlank,0,2,1,3,5,20,0,3,genome
3L,12768432,12773573,5142,FBgn0237422,FBgn0036309,CG10971,Hip1,0,2,1,0,134,161,24,38,genome
2R,14526267,14587917,61651,FBgn0231258,FBgn0265974,CG10117,ttv,0,0,1,1,15,88,7,23,genome
3R,23114014,23117931,3918,FBgn0241126,FBgn0039055,CG4656,Rassf,0,0,1,0,31,147,15,58,genome
2L,12700949,12704451,3503,FBgn0229859,FBgn0032450,CG5776,CG5776,0,0,0,0,103,107,33,72,genome
2R,12877004,12883168,6165,FBgn0068540,FBgn0002069,CG3821,Aats-asp,0,0,0,5,13,35,2,21,genome
2R,8677219,8677661,443,FBgn0242461,FBgn0050354,CG30354,CG30354,0,0,4,0,0,0,0,1,genome
3L,25120709,25126171,5463,FBgn0242461,FBgn0260008,CG41623,Ucrh,0,0,4,0,0,0,0,1,genome
X,8119082,8121147,2066,FBgn0234946,FBgn0030000,CG2260,CG2260,0,0,2,0,20,100,5,18,genome
X,10055629,10070868,15240,FBgn0232995,FBgn0030174,CG15312,CG15312,0,0,2,0,37,31,6,7,genome
3L,11114169,11120783,6615,FBgn0237554,FBgn0036134,CG11799,fd68A,0,1,4,1,26,58,6,19,genome
3L,15154233,15158562,4330,FBgn0237187,FBgn0036486,CG7003,Msh6,2,1,1,3,96,199,25,92,genome
3L,3314349,3314681,333,FBgn0238614,FBgn0052279,CG32279,Drsl2,0,0,0,0,8,9,0,5,genome
2R,19663919,19669832,5914,FBgn0231484,FBgn0015949,CG9854,hrg,0,1,0,0,16,80,14,35,genome
3L,9334332,9338336,4005,FBgn0067443,FBgn0035975,CG32042,PGRP-LA,0,0,1,0,6,18,4,8,genome
3L,21027915,21030141,2227,FBgn0237056,FBgn0037044,CG10585,CG10585,1,0,2,0,14,40,1,11,genome
2R,21355015,21379464,24450,FBgn0231371,FBgn0000395,CG15671,cv-2,0,0,0,0,37,117,4,46,genome
3R,17768272,17794490,26219,FBgn0242333,FBgn0262562,CG43102,CG43102,19,9,17,12,43,62,23,25,genome
2R,7012254,7018362,6109,FBgn0068009,FBgn0029506,CG10106,Tsp42Ee,1,1,1,0,3,7,3,4,genome
3R,14326947,14327735,789,FBgn0241362,FBgn0038224,CG3321,CG3321,0,0,0,0,2,12,0,4,genome
3R,29608477,29608854,378,FBgn0241011,FBgn0262873,CG43228,Diedel2,0,2,0,1,11,11,4,6,genome
3R,29493852,29494267,416,FBgn0241011,FBgn0039666,CG11501,Diedel,0,2,0,1,11,11,4,6,genome
X,19050442,19053160,2719,FBgn0241011,FBgn0085358,CG34329,Diedel3,0,2,0,1,11,11,4,6,genome
2R,10050862,10052167,1306,FBgn0239084,FBgn0263260,CG12918,sel,0,1,0,0,4,11,0,6,genome
2L,11984327,11988039,3713,FBgn0230319,FBgn0032388,CG6686,CG6686,0,0,0,0,4,10,1,7,genome
2R,6749227,6756300,7074,FBgn0236436,FBgn0027066,CG3265,Eb1,0,0,2,1,5,17,0,7,genome
2R,21691295,21692764,1470,FBgn0229975,FBgn0260222,CG42496,CG42496,0,0,0,0,7,17,0,5,genome
2R,12413962,12415170,1209,FBgn0230203,FBgn0033731,CG8515,Cpr49Ah,0,0,0,0,2,14,0,13,genome
X,6237315,6240558,3244,FBgn0234231,FBgn0029851,CG14445,CG14445,1,0,1,2,2,25,2,2,genome
2R,9863651,9864576,926,FBgn0236659,FBgn0050010,CG30010,CG30010,0,0,0,0,8,13,19,4,genome
2R,16262284,16264619,2336,FBgn0231706,FBgn0025519,CG7773,fidipidine,0,1,0,4,47,89,10,21,genome
X,4535635,4540626,4992,FBgn0234345,FBgn0003210,CG11427,rb,2,6,9,12,16,45,4,4,genome
3L,6990622,6994447,3826,FBgn0238841,FBgn0045759,CG18647,bin,0,0,1,0,72,142,28,60,genome
2L,3035493,3037403,1911,FBgn0232540,FBgn0031497,CG17259,CG17259,0,0,2,3,10,94,2,32,genome
3R,8341661,8343516,1856,FBgn0241951,FBgn0037578,CG9601,CG9601,1,0,4,0,15,17,12,19,genome
X,15084029,15084699,671,FBgn0233620,FBgn0030610,CG9065,CG9065,0,0,0,0,2,6,0,0,genome
X,19659442,19663971,4530,FBgn0234834,FBgn0031053,CG14223,CG14223,1,0,1,2,36,64,7,21,genome
X,9082931,9085867,2937,FBgn0233381,FBgn0052707,CG32707,APC4,0,3,0,2,11,104,4,29,genome
3L,19063165,19066151,2987,FBgn0236923,FBgn0036843,CG6812,CG6812,0,0,0,0,7,13,5,10,genome
3L,16294711,16295547,837,FBgn0239788,FBgn0036597,CG4962,CG4962,0,0,0,0,8,6,0,1,genome
2R,15499632,15501431,1800,FBgn0229502,FBgn0034023,CG12960,Ir52a,0,6,0,3,147,104,40,31,genome
2R,15504201,15506000,1800,FBgn0229502,FBgn0050468,CG30468,Ir52c,0,6,0,3,147,104,40,31,genome
2R,15501820,15503610,1791,FBgn0229502,FBgn0050469,CG30469,Ir52b,0,6,0,3,147,104,40,31,genome
X,9575126,9576247,1122,FBgn0242692,FBgn0259741,CG42395,CG42395,0,0,1,2,3,2,6,3,genome
3R,19864496,19866869,2374,FBgn0242692,FBgn0038739,CG4686,CG4686,0,0,1,2,3,2,6,3,genome
X,12609977,12611667,1691,FBgn0233748,FBgn0030406,CG1463,CG1463,0,0,2,2,37,35,12,8,genome
2L,11944129,11947131,3003,FBgn0235963,FBgn0005664,CG16963,Cry,0,0,0,0,33,73,11,48,genome
2R,10673345,10721138,47794,FBgn0230552,FBgn0024836,CG11895,stan,2,3,42,14,42,72,42,145,genome
2L,11128932,11130645,1714,FBgn0230684,FBgn0028700,CG6258,RfC38,1,0,5,0,7,62,2,27,genome
2R,24780917,24781779,863,FBgn0232048,FBgn0035063,CG3594,Eap,0,1,0,0,11,20,5,6,genome
3L,4242734,4246233,3500,FBgn0250859,FBgn0011692,CG1258,pav,1,0,4,2,20,162,11,59,genome
X,17820764,17827564,6801,FBgn0233142,FBgn0030869,CG8146,Socs16D,0,0,0,0,15,112,10,62,genome
3L,8336672,8338595,1924,FBgn0238033,FBgn0035875,CG7076,Cpr66Cb,0,0,0,0,0,31,0,4,genome
2L,815993,818096,2104,FBgn0234583,FBgn0031282,CG3639,Pex12,1,0,0,0,12,36,5,15,genome
3R,30765926,30789202,23277,FBgn0068223,FBgn0004606,CG1322,zfh1,0,0,0,2,42,124,19,51,genome
3L,852720,857248,4529,FBgn0238274,FBgn0035170,CG12191,dpr20,0,0,0,1,35,55,19,25,genome
X,18813297,18830406,17110,FBgn0235195,FBgn0259927,CG42450,CG42450,0,2,2,1,62,121,16,38,genome
2L,6063562,6065953,2392,FBgn0236320,FBgn0031773,CG9144,Fbw5,0,0,1,0,20,66,7,13,genome
2L,19010866,19011532,667,FBgn0230915,FBgn0028569,CG15171,robl37BC,0,0,0,0,2,6,1,8,genome
2R,23752754,23753515,762,FBgn0231938,FBgn0034902,CG5532,CG5532,0,0,0,0,2,15,1,6,genome
2L,4459729,4461746,2018,FBgn0235718,FBgn0031608,CG15435,CG15435,0,0,1,2,29,53,15,19,genome
2L,18090737,18092256,1520,FBgn0230812,FBgn0032663,CG15153,CG15153,2,1,5,1,21,13,13,12,genome
2R,17773964,17781930,7967,FBgn0231596,FBgn0250851,CG33981,CG33981,0,0,0,0,4,12,4,4,genome
X,2145136,2148566,3431,FBgn0020945,FBgn0004654,CG3724,Pgd,0,0,2,7,3,20,1,11,genome
2L,2677734,2719431,41698,FBgn0235605,FBgn0051690,CG31690,CG31690,0,0,0,0,131,176,72,73,genome
3R,16267012,16268433,1422,FBgn0068120,FBgn0020399,CG6864,Mst89B,4,4,0,4,50,23,4,1,genome
X,7011357,7012137,781,FBgn0233263,FBgn0052736,CG32736,CG32736,0,0,0,0,2,4,2,1,genome
3R,12811145,12817029,5885,FBgn0241599,FBgn0051345,CG31345,CG31345,0,0,0,1,1,13,1,8,genome
3L,13384789,13385925,1137,FBgn0239200,FBgn0036352,CG14110,CG14110,0,0,0,0,56,60,24,34,genome
2R,24123167,24126630,3464,FBgn0229288,FBgn0264299,CG43777,CG43777,2,0,0,0,9,34,3,11,genome
3R,25505191,25505931,741,FBgn0240779,FBgn0039342,CG5107,CG5107,0,0,0,0,32,45,11,17,genome
2R,18389959,18390242,284,FBgn0229733,FBgn0040734,CG15065,CG15065,0,0,0,0,5,3,0,1,genome
3R,24524794,24527533,2740,FBgn0068433,FBgn0039203,CG13618,CG13618,0,0,0,1,10,38,2,15,genome
2L,9097563,9098175,613,FBgn0236209,FBgn0051609,CG31609,CG31609,0,0,0,0,8,6,1,1,genome
2L,251039,252373,1335,FBgn0233868,FBgn0022246,CG11606,Rpp30,2,2,5,3,17,7,2,2,genome
2R,12143191,12144552,1362,FBgn0231144,FBgn0033685,CG13178,CG13178,0,0,0,2,18,35,14,11,genome
3R,5685855,5712837,26983,FBgn0228037,FBgn0261261,CG42612,plx,0,1,1,0,61,228,12,79,genome
2R,16850437,16854104,3668,FBgn0229614,FBgn0025830,CG5859,IntS8,0,0,0,2,35,187,11,47,genome
3L,15143063,15144059,997,FBgn0237303,FBgn0047178,CG32147,CG32147,1,0,0,2,31,35,11,11,genome
2R,23246610,23247893,1284,FBgn0229392,FBgn0034837,CG9871,RpL22-like,0,5,0,0,54,44,40,16,genome
2R,7939201,7939659,459,FBgn0240667,FBgn0050380,CG30380,CG30380,0,0,0,1,4,6,1,3,genome
X,15860115,15866175,6061,FBgn0234708,FBgn0001105,CG10545,Gbeta13F,0,0,0,0,2,10,0,1,genome
3L,6329324,6352390,23067,FBgn0237799,FBgn0035699,CG13300,CG13300,0,0,0,0,32,46,11,22,genome
3R,12980792,12985488,4697,FBgn0243260,FBgn0038100,CG12358,Paip2,0,0,0,0,1,3,0,3,genome
X,11710120,11715565,5446,FBgn0235060,FBgn0030328,CG2446,Amun,0,1,4,0,13,39,2,15,genome
X,11493135,11555045,61911,FBgn0233500,FBgn0052666,CG32666,Drak,0,0,1,4,14,47,3,10,genome
3R,9747875,9751094,3220,FBgn0243026,FBgn0005777,CG8402,PpD3,0,1,3,3,1,18,3,6,genome
3R,14261391,14262418,1028,FBgn0227922,FBgn0038218,CG14841,CG14841,1,1,0,0,13,44,12,14,genome
2L,6564112,6566181,2070,FBgn0235846,FBgn0031834,CG13766,CG13766,0,0,0,1,23,60,4,16,genome
2L,20797715,20814331,16617,FBgn0230098,FBgn0032886,CG9328,CG9328,0,0,0,0,10,35,0,10,genome
3R,19489570,19491115,1546,FBgn0242210,FBgn0038709,CG15025,CG15025,1,3,2,0,5,8,4,6,genome
X,21615449,21617617,2169,FBgn0232872,FBgn0052857,CG32857,CG32857,0,3,0,2,13,28,0,10,genome
X,21609357,21611526,2170,FBgn0232872,FBgn0053502,CG33502,CG33502,0,3,0,2,13,28,0,10,genome
X,21621541,21623750,2210,FBgn0232872,FBgn0052500,CG32500,CG32500,0,3,0,2,13,28,0,10,genome
3L,2263581,2265857,2277,FBgn0238962,FBgn0000543,CG5714,ecd,0,0,1,0,38,97,15,51,genome
3L,18088417,18106149,17733,FBgn0239320,FBgn0036773,CG13698,CG13698,0,0,0,0,1,49,2,26,genome
3R,11435850,11437523,1674,FBgn0243138,FBgn0037902,CG5281,CG5281,0,0,1,1,11,29,2,18,genome
3R,30852315,30854400,2086,FBgn0228739,FBgn0003720,CG1378,tll,0,0,0,0,4,84,2,31,genome
2L,14450282,14450922,641,FBgn0242078,FBgn0028844,CG15283,CG15283,0,0,0,0,30,20,8,8,genome
X,20511544,20515828,4285,FBgn0235326,FBgn0031119,CG1812,CG1812,2,1,0,5,4,57,3,8,genome
2L,18700606,18703105,2500,FBgn0230438,FBgn0032702,CG10376,CG10376,4,2,1,1,9,14,7,10,genome
2R,13483512,13485391,1880,FBgn0231038,FBgn0033842,CG5970,cbc,0,0,0,3,10,47,0,12,genome
X,2149936,2158983,9048,FBgn0234461,FBgn0004655,CG3707,wapl,6,6,9,12,45,89,5,23,genome
3R,16026079,16041796,15718,FBgn0241482,FBgn0003117,CG3978,pnr,0,0,2,1,19,63,9,39,genome
3R,29857652,29858936,1285,FBgn0228282,FBgn0039711,CG7824,CG7824,20,13,9,4,68,35,18,12,genome
2R,20146118,20146824,707,FBgn0229860,FBgn0034481,CG11041,CG11041,0,0,0,0,8,33,2,6,genome
2L,13833337,13834306,970,FBgn0236088,FBgn0026373,CG7885,RpII33,0,0,0,1,0,39,2,11,genome
3L,4692783,4796253,103471,FBgn0238725,FBgn0035574,CG32239,RhoGEF64C,0,1,0,0,175,303,57,146,genome
3L,9644109,9659433,15325,FBgn0238152,FBgn0053696,CG33696,CG33696,0,0,0,0,26,40,11,12,genome
2L,15008489,15009724,1236,FBgn0241836,FBgn0261882,CG4103,l(2)35Bc,2,0,0,3,37,27,16,16,genome
2R,8433797,8434785,989,FBgn0240225,FBgn0002533,CG8697,Lcp2,0,2,0,1,3,4,3,5,genome
2R,8430115,8431243,1129,FBgn0240225,FBgn0002531,CG11650,Lcp1,0,2,0,1,3,4,3,5,genome
3L,9488050,9489233,1184,FBgn0238506,FBgn0052036,CG32036,CG32036,0,0,0,0,11,22,5,7,genome
3R,8000548,8001309,762,FBgn0242810,FBgn0266598,CG42550,Kmn2,1,0,0,0,4,4,1,1,genome
3R,18152120,18153640,1521,FBgn0242578,FBgn0038567,CG14316,CG14316,4,7,3,3,7,7,5,8,genome
3L,16591207,16595014,3808,FBgn0239434,FBgn0027500,CG17286,spd-2,1,1,5,3,62,108,16,50,genome
2R,14591203,14595617,4415,FBgn0231259,FBgn0033943,CG12869,CG12869,0,1,1,1,75,118,16,49,genome
2R,8174165,8226438,52274,FBgn0236543,FBgn0053087,CG33087,LRP1,7,9,15,23,103,403,32,194,genome
3R,11533483,11542949,9467,FBgn0241726,FBgn0053512,CG33512,dpr4,0,0,0,0,6,17,4,5,genome
2L,5327227,5327969,743,FBgn0242462,FBgn0015031,CG14028,cype,0,0,0,0,0,7,0,0,genome
X,8102181,8116147,13967,FBgn0234947,FBgn0040319,CG2259,Gclc,0,1,1,2,13,75,2,26,genome
3L,19927194,19928508,1315,FBgn0239675,FBgn0036920,CG8004,CG8004,0,0,2,0,5,18,0,7,genome
X,279703,350504,70802,FBgn0234114,FBgn0024989,CG3777,CG3777,4,2,6,4,28,50,9,6,genome
2R,5974857,5980778,5922,FBgn0236778,FBgn0002774,CG11680,mle,4,7,9,8,15,25,5,7,genome
3L,12753239,12754774,1536,FBgn0237423,FBgn0036306,CG10973,CG10973,1,0,0,1,12,46,4,16,genome
3R,6010573,6011932,1360,FBgn0068328,FBgn0037395,CG10280,CG10280,0,2,0,0,64,2,27,0,genome
3L,21355100,21356495,1396,FBgn0239561,FBgn0037078,CG12971,CG12971,0,1,0,0,21,27,10,10,genome
2R,7009498,7011739,2242,FBgn0068010,FBgn0029507,CG12846,Tsp42Ed,1,0,1,1,2,35,3,12,genome
2R,17413970,17420007,6038,FBgn0231819,FBgn0021818,CG6556,cnk,2,0,0,1,66,237,16,91,genome
2R,21348945,21350578,1634,FBgn0231372,FBgn0034624,CG17974,CG17974,0,0,0,0,14,45,12,21,genome
3L,4465105,4466630,1526,FBgn0237919,FBgn0052241,CG32241,CG32241,0,2,1,1,17,63,8,33,genome
2R,12416044,12418231,2188,FBgn0230204,FBgn0033732,CG13157,CG13157,0,0,0,0,51,42,12,8,genome
3R,15910372,15918007,7636,FBgn0243376,FBgn0266566,CG45105,CG45105,0,0,0,0,22,84,7,34,genome
X,10050951,10052636,1686,FBgn0232996,FBgn0005391,CG2979,Yp2,1,1,0,0,6,49,4,9,genome
X,6217268,6219327,2060,FBgn0233996,FBgn0029848,CG3599,Btd,2,2,6,1,22,33,10,10,genome
3R,8343669,8344310,642,FBgn0242922,FBgn0037579,CG18193,CG18193,0,0,0,2,1,5,4,2,genome
2L,4876891,4883107,6217,FBgn0232250,FBgn0000286,CG11924,Cf2,0,0,0,0,3,51,0,13,genome
X,19644531,19646176,1646,FBgn0234835,FBgn0031050,CG12235,Arp10,0,0,0,1,16,59,1,12,genome
2R,21691295,21692764,1470,FBgn0229976,FBgn0050290,CG30290,Ppcdc,0,0,0,1,10,26,4,11,genome
2R,9865632,9866684,1053,FBgn0236660,FBgn0033457,CG1675,Ntmt,1,3,3,1,11,13,1,3,genome
2R,19646483,19647645,1163,FBgn0231485,FBgn0034462,CG15905,CG15905,0,0,1,1,52,28,15,17,genome
3L,3315620,3315942,323,FBgn0238615,FBgn0052282,CG32282,Drsl4,0,0,0,0,5,3,2,0,genome
3L,3314996,3315355,360,FBgn0238615,FBgn0052283,CG32283,Drsl3,0,0,0,0,5,3,2,0,genome
X,21035469,21041467,5999,FBgn0067444,FBgn0031145,CG1740,Ntf-2,0,0,1,0,0,10,0,4,genome
3R,25787997,25789455,1459,FBgn0228511,FBgn0051380,CG31380,CG31380,0,0,0,1,98,69,33,17,genome
3L,11108820,11109505,686,FBgn0237555,FBgn0054012,CG34012,CG34012,0,0,0,0,9,40,4,12,genome
2L,540599,542580,1982,FBgn0233621,FBgn0010602,CG3018,lwr,0,0,0,0,0,17,0,5,genome
3R,30693572,30695498,1927,FBgn0240560,FBgn0039796,CG12069,CG12069,0,0,0,0,1,87,0,41,genome
2R,6807626,6809172,1547,FBgn0236437,FBgn0014028,CG3283,SdhB,0,0,0,0,5,29,1,16,genome
2L,20461585,20463444,1860,FBgn0230321,FBgn0032864,CG2493,CG2493,1,0,3,1,16,22,7,8,genome
3R,27273705,27274565,861,FBgn0240887,FBgn0039505,CG5934,CG5934,0,0,1,0,1,15,1,5,genome
3L,11720934,11728118,7185,FBgn0239085,FBgn0036199,CG7314,Bmcp,0,0,0,0,9,42,4,12,genome
2L,297880,305233,7354,FBgn0234232,FBgn0020622,CG2699,Pi3K21B,0,0,6,4,9,20,2,7,genome
3L,21031825,21033561,1737,FBgn0237057,FBgn0028402,CG10582,Sin,0,0,1,1,4,24,3,5,genome
3R,19095000,19096271,1272,FBgn0068541,FBgn0016120,CG6030,ATPsyn-d,0,0,2,0,0,3,0,3,genome
2R,14163066,14164825,1760,FBgn0068224,FBgn0033902,CG8309,Tango7,0,0,0,1,2,57,0,15,genome
3L,993983,995703,1721,FBgn0238394,FBgn0035179,CG12038,CG12038,0,0,1,1,15,69,7,30,genome
X,17819155,17819685,531,FBgn0233143,FBgn0030868,CG12986,CG12986,0,0,0,0,13,11,6,7,genome
2R,24783555,24785542,1988,FBgn0232049,FBgn0035065,CG3589,CG3589,2,6,6,9,24,50,7,15,genome
2R,16243145,16259805,16661,FBgn0231708,FBgn0261612,CG42701,CngA,0,0,1,3,6,111,3,33,genome
X,9085932,9086864,933,FBgn0233382,FBgn0052708,CG32708,CG32708,0,0,0,1,17,28,3,14,genome
2L,18009643,18011475,1833,FBgn0230813,FBgn0032660,CG15150,elfless,3,9,3,0,13,12,10,4,genome
3L,16419597,16496560,76964,FBgn0237188,FBgn0053158,CG33158,CG33158,0,0,0,0,62,152,27,77,genome
2L,19027710,19030780,3071,FBgn0230916,FBgn0032741,CG10446,Side,1,1,1,4,14,22,5,17,genome
2R,23801542,23803070,1529,FBgn0231939,FBgn0050177,CG30177,CG30177,2,1,2,0,41,31,23,15,genome
2L,22079632,22080738,1107,FBgn0230686,FBgn0032971,CG6691,ttm3,6,4,4,2,6,17,5,6,genome
2L,455531,458745,3215,FBgn0234350,FBgn0031257,CG4133,CG4133,2,4,2,11,16,21,4,7,genome
3L,16289712,16290950,1239,FBgn0239789,FBgn0036596,CG13045,CG13045,2,0,0,0,20,15,7,10,genome
